,Azimuth_Right,Azimuth_Left,AOM_Right,AOM_Left,Elevation_Right,Elevation_Left,Xaxis_Right,Xaxis_Left,Yaxis_Right,Yaxis_Left,Zaxis_Right,Zaxis_Left,Pupil_Diameter_Right,Pupil_Diameter_Left,mode_status
77.955,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
78.096,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
78.221,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
78.346,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
78.502,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
78.642,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
78.767,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
78.908,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
79.080,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
79.189,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
79.314,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
79.424,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
79.564,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
79.736,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
79.861,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
79.970,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
80.095,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
80.220,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
80.361,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
80.501,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
80.611,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
80.720,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
80.845,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
80.970,-17.661972034400264,4.215734934979039,0.0,1.0,10.107482855858125,-31.768516264191444,0.2987,-0.0625,0.9381,0.8479,-0.1755,0.5265,4.39,4.14,1.0
81.095,0.33544384903805735,6.797834182322688,1.0,0.0,-29.412577099173763,-38.761567272156306,-0.0051,-0.0923,0.8711,0.7743,0.4911,0.6261,4.25,4.36,1.0
81.220,0.1719595745711331,7.399882942956225,1.0,0.0,-29.972174932043394,-39.83141423127262,-0.0026,-0.0989,0.8663,0.7615,0.4996,0.6405,4.22,4.34,1.0
81.376,0.7952595253692607,7.830194007685108,1.0,0.0,-30.977043697834535,-40.368104356766516,-0.0119,-0.1038,0.8573,0.7548,0.5147,0.6477,4.2,4.28,1.0
81.501,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
81.610,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
81.735,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
81.845,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
81.954,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
82.079,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
82.188,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
82.329,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
82.438,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
82.579,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
82.688,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
82.813,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
82.923,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
83.063,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
83.173,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
83.298,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
83.423,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
83.579,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
83.688,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
83.829,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
83.954,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
84.110,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
84.266,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
84.375,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
84.516,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
84.657,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
84.813,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
84.922,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
85.063,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
85.203,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
85.313,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
85.453,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
85.578,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
85.688,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
85.813,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
85.969,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
86.094,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
86.203,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
86.328,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
86.453,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
86.641,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
86.797,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
86.906,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
87.062,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
87.187,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
87.312,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
87.453,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
87.578,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
87.687,-8.833414651219002,-3.7072200274649845,1.0,0.0,-23.99072284852631,-23.03625602976392,0.1403,0.0595,0.9028,0.9183,0.4066,0.3913,4.43,4.46,1.0
87.843,-9.058245258524735,-3.229469446789068,1.0,0.0,-23.302690027502777,-21.80940380892283,0.1446,0.0523,0.907,0.9269,0.3956,0.3715,4.28,4.38,1.0
87.953,-9.081420857286318,-3.1401537403525452,1.0,0.0,-23.08503530340065,-21.69086137215076,0.1452,0.0509,0.9084,0.9278,0.3921,0.3696,4.26,4.37,1.0
88.109,-9.152990487680867,-3.6704787524569866,1.0,0.0,-23.566404757130016,-22.140797068596424,0.1458,0.0593,0.9049,0.9244,0.3998,0.3769,4.33,4.41,1.0
88.218,-9.584140815999021,-3.9575531141278475,1.0,0.0,-23.053920980725955,-22.425852354666265,0.1532,0.0638,0.9073,0.9222,0.3916,0.3815,4.39,4.44,1.0
88.343,-9.622422837566106,-4.59475148901501,1.0,0.0,-22.526080532138067,-22.886500325715133,0.1544,0.0738,0.9107,0.9183,0.3831,0.3889,4.49,4.45,1.0
88.453,-10.521832749422046,-5.249231437173108,1.0,0.0,-22.922024452245108,-23.341145945929508,0.1682,0.084,0.9056,0.9143,0.3895,0.3962,4.57,4.51,1.0
88.578,-10.923449279663359,-5.799655476445622,1.0,0.0,-23.253965759470468,-23.735352586911496,0.1741,0.0925,0.9021,0.9107,0.3948,0.4025,4.6,4.54,1.0
88.718,-9.90901336695336,-5.756162080721481,1.0,0.0,-24.651692962909,-24.035087855587776,0.1564,0.0916,0.8953,0.9087,0.4171,0.4073,4.61,4.57,1.0
88.843,-6.772159966113563,-4.647664834955236,1.0,0.0,-27.60074849672243,-24.381482878922718,0.1045,0.0738,0.88,0.9078,0.4633,0.4128,4.72,4.45,1.0
88.999,-5.507504619881885,-3.8723435559424644,1.0,0.0,-28.18285092560114,-24.607652133785848,0.0846,0.0614,0.8774,0.9071,0.4723,0.4164,4.81,4.42,1.0
89.109,-5.3891896776896,-3.5609571919993215,1.0,0.0,-28.164243389255375,-24.985220782442564,0.0828,0.0563,0.8777,0.9047,0.472,0.4224,4.82,4.44,1.0
89.218,-6.032526391113009,-3.2571191249977858,1.0,0.0,-26.812493931725523,-25.220668496185436,0.0938,0.0514,0.8876,0.9032,0.4511,0.4261,4.82,4.55,1.0
89.374,-27.116640429114796,-3.606150382734185,1.0,0.0,34.21635392819311,-24.35566655856944,0.3769,0.0573,0.736,0.9092,-0.5623,0.4124,4.84,3.6,1.0
89.515,-26.47160883614496,-4.199102817270997,1.0,0.0,34.6467593797682,-23.990351618018277,0.3667,0.0669,0.7364,0.9112,-0.5685,0.4066,4.84,3.67,1.0
89.640,-23.643059215535416,-4.477879573849634,1.0,0.0,30.31737122391058,-23.678695027973646,0.3462,0.0715,0.7908,0.913,-0.5048,0.4016,4.83,3.84,1.0
89.780,-18.034285567129857,-4.328999570454258,1.0,0.0,13.515576575177782,-23.927401980579045,0.301,0.069,0.9245,0.9115,-0.2337,0.4056,4.84,4.01,1.0
89.921,-5.049423788773069,-4.01944714081209,1.0,0.0,-27.032503392128405,-24.072535601780626,0.0784,0.064,0.8873,0.9108,0.4545,0.4079,4.85,4.47,1.0
90.046,-23.135357045695272,-4.236857370999019,1.0,0.0,32.35720567568946,-23.79143760156982,0.3319,0.0676,0.7768,0.9125,-0.5352,0.4034,4.83,3.79,1.0
90.171,-4.223684850629837,5.820633724573312,0.0,1.0,-18.355629915861563,-23.50340971081039,0.0699,-0.093,0.9465,0.9123,0.3149,0.3988,4.85,4.34,1.0
90.296,17.39911574409267,14.5947445138697,0.0,1.0,-17.235409590602913,-12.086916917363187,-0.2856,-0.2464,0.9114,0.9463,0.2963,0.2094,4.51,4.57,1.0
90.405,17.518020676245584,25.628720754503775,0.0,1.0,-17.734220224430548,-22.33325886695311,-0.2867,-0.4001,0.9083,0.834,0.3046,0.38,4.84,4.57,1.0
90.577,-5.346113020434444,6.90323667389417,0.0,1.0,-25.919008134541915,-27.820410893054575,0.0838,-0.1063,0.8955,0.878,0.4371,0.4667,4.57,4.34,1.0
90.718,-11.286191993190442,-9.361153830180939,0.0,1.0,-25.932365278101848,-25.423998292010776,0.176,0.1469,0.8819,0.8911,0.4373,0.4293,4.73,4.63,1.0
90.858,-8.469771134158236,-9.096289937317636,0.0,1.0,-28.613449654622148,-25.415574509181834,0.1293,0.1428,0.8683,0.8919,0.4789,0.4292,4.66,4.32,1.0
90.968,-8.15345978437982,-9.029078242467747,0.0,1.0,-29.855277637110962,-25.543147710851215,0.123,0.1416,0.8585,0.8911,0.4978,0.4312,4.61,4.29,1.0
91.093,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
91.280,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
91.389,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
91.514,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
91.639,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
91.780,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
91.952,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
92.077,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
92.186,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
92.436,-12.85325852715728,-13.091232478520737,0.0,1.0,33.96555764349821,-10.78370679618509,0.1845,0.2225,0.8086,0.9568,-0.5587,0.1871,5.03,3.82,1.0
92.545,-13.193266424216759,-11.795002139500738,0.0,1.0,43.77399134707493,-11.524651845014894,0.1648,0.2003,0.703,0.9592,-0.6918,0.1998,5.0,3.79,1.0
92.655,-10.560913538704042,-10.73552338722429,0.0,1.0,-10.684642418283477,-12.00528346300816,0.1801,0.1822,0.966,0.961,0.1854,0.208,5.1,4.46,1.0
92.780,-7.833478809417542,-10.338403975831326,0.0,1.0,-14.761294623945824,-12.204796528820205,0.1318,0.1754,0.958,0.9615,0.2548,0.2114,5.09,4.57,1.0
92.889,-9.413649464474034,-5.943193517250776,0.0,1.0,-18.50615351780621,-13.916495156408121,0.1551,0.1005,0.9355,0.9654,0.3174,0.2405,4.92,4.63,1.0
93.639,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
93.780,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
93.889,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
94.014,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
94.139,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
94.264,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
94.404,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
94.545,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
94.654,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
94.779,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
94.904,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
95.076,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
95.185,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
95.310,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
95.420,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
95.545,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
95.717,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
95.842,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
95.951,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
96.076,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
96.185,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
96.373,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0
